Line ID,Order,Product,Requested Text,Qty,UOM,Unit Price,Line Total,Match Score,Notes
333,O-2025-0333,PAPER-SRA3-80-COATEDGLOSS,SRA3 Coated Gloss 80 gsm Bright White qty 26 reams,26,ream,6.72,174.72,0.906,
334,O-2025-0334,PAPER-A2-70-COPY,A2 Copy 70 gsm White qty 9 pallets,9,pallet,576.46,5188.14,0.949,manual review suggested
335,O-2025-0335,PAPER-A3-250-OFFSET,A3 Offset 250 gsm White qty 31 boxs,31,box,51.49,1596.19,0.857,manual review suggested
336,O-2025-0336,PAPER-A4-200-OFFSET,A4 Offset 200 gsm Recycled qty 39 reams,39,ream,7.63,297.57,0.851,
337,O-2025-0337,PAPER-SRA3-120-COATEDMATTE,SRA3 Coated Matte 120 gsm Recycled qty 69 boxs,69,box,35.86,2474.34,0.883,
338,O-2025-0338,PAPER-A3-120-OFFSET,A3 Offset 120 gsm Recycled qty 7 pallets,7,pallet,572.97,4010.79,0.877,auto-mapped
339,O-2025-0339,PAPER-A2-120-COPY,A2 Copy 120 gsm Bright White qty 44 reams,44,ream,9.68,425.92,0.778,
340,O-2025-0340,PAPER-A2-75-COATEDMATTE,A2 Coated Matte 75 gsm Recycled qty 19 reams,19,ream,7.55,143.45,0.855,
341,O-2025-0341,PAPER-SRA3-100-COATEDGLOSS-O,SRA3 Coated Gloss 100 gsm Recycled qty 6 reams,6,ream,7.01,42.06,0.973,manual review suggested
342,O-2025-0342,PAPER-SRA3-120-COATEDGLOSS,SRA3 Coated Gloss 120 gsm Bright White qty 87 boxs,87,box,35.59,3096.33,0.958,
343,O-2025-0343,PAPER-A3-75-COPY-O,A3 Copy 75 gsm White qty 8 pallets,8,pallet,523.6,4188.8,0.949,manual review suggested
344,O-2025-0344,PAPER-A3-75-UNCOATED-E,A3 Uncoated 75 gsm Ivory qty 15 rolls,15,roll,42.88,643.2,0.964,
345,O-2025-0345,PAPER-A5-250-CARDSTOCK-A,A5 Cardstock 250 gsm Bright White qty 44 reams,44,ream,6.53,287.32,0.973,
346,O-2025-0346,PAPER-A3-170-UNCOATED-P,A3 Uncoated 170 gsm Ivory qty 2 boxs,2,box,40.73,81.46,0.853,manual review suggested
347,O-2025-0347,PAPER-A5-170-UNCOATED,A5 Uncoated 170 gsm White qty 23 boxs,23,box,25.57,588.11,0.767,auto-mapped
348,O-2025-0348,PAPER-A4-160-UNCOATED-J,A4 Uncoated 160 gsm Bright White qty 13 reams,13,ream,6.85,89.05,0.928,auto-mapped
349,O-2025-0349,PAPER-A3-90-COPY,A3 Copy 90 gsm Recycled qty 9 pallets,9,pallet,566.75,5100.75,0.921,
350,O-2025-0350,PAPER-A5-75-OFFSET,A5 Offset 75 gsm Ivory qty 89 boxs,89,box,21.66,1927.74,0.798,manual review suggested
351,O-2025-0351,PAPER-SRA3-100-COATEDMATTE,SRA3 Coated Matte 100 gsm Bright White qty 17 reams,17,ream,7.27,123.59,0.889,manual review suggested
352,O-2025-0352,PAPER-SRA3-200-COPY,SRA3 Copy 200 gsm Ivory qty 14 boxs,14,box,49.77,696.78,0.772,auto-mapped
353,O-2025-0353,PAPER-SRA3-100-COATEDGLOSS-O,SRA3 Coated Gloss 100 gsm Recycled qty 13 reams,13,ream,7.01,91.13,0.961,
354,O-2025-0354,PAPER-A4-170-COATEDGLOSS-T,A4 Coated Gloss 170 gsm Recycled qty 5 reams,5,ream,7.27,36.35,0.8,manual review suggested
355,O-2025-0355,PAPER-A4-200-COPY,A4 Copy 200 gsm Recycled qty 26 reams,26,ream,8.07,209.82,0.786,
356,O-2025-0356,PAPER-A5-75-CARDSTOCK,A5 Cardstock 75 gsm Ivory qty 26 reams,26,ream,4.51,117.26,0.802,
357,O-2025-0357,PAPER-A4-75-UNCOATED,A4 Uncoated 75 gsm Ivory qty 24 reams,24,ream,5.4,129.6,0.875,
358,O-2025-0358,PAPER-A5-120-OFFSET,A5 Offset 120 gsm Bright White qty 11 boxs,11,box,25.06,275.66,0.798,auto-mapped
359,O-2025-0359,PAPER-A2-200-COATEDGLOSS,A2 Coated Gloss 200 gsm Bright White qty 12 reams,12,ream,13.75,165.0,0.877,
360,O-2025-0360,PAPER-A2-70-COATEDGLOSS-G,A2 Coated Gloss 70 gsm White qty 49 reams,49,ream,7.43,364.07,0.86,
361,O-2025-0361,PAPER-A2-250-CARDSTOCK,A2 Cardstock 250 gsm Ivory qty 21 reams,21,ream,15.76,330.96,0.908,
362,O-2025-0362,PAPER-A2-300-COATEDGLOSS,A2 Coated Gloss 300 gsm White qty 27 boxs,27,box,78.39,2116.53,0.877,
363,O-2025-0363,PAPER-A2-75-COPY,A2 Copy 75 gsm White qty 4 pallets,4,pallet,598.08,2392.32,0.837,
364,O-2025-0364,PAPER-A5-90-OFFSET,A5 Offset 90 gsm White qty 20 reams,20,ream,4.81,96.2,0.913,
365,O-2025-0365,PAPER-A2-120-CARDSTOCK-T,A2 Cardstock 120 gsm Ivory qty 25 reams,25,ream,9.84,246.0,0.937,
366,O-2025-0366,PAPER-A3-170-COATEDMATTE,A3 Coated Matte 170 gsm Recycled qty 3 pallets,3,pallet,643.97,1931.91,0.908,manual review suggested
367,O-2025-0367,PAPER-A4-300-COATEDGLOSS-R,A4 Coated Gloss 300 gsm Ivory qty 8 reams,8,ream,9.64,77.12,0.838,
368,O-2025-0368,PAPER-A5-170-COPY,A5 Copy 170 gsm Ivory qty 41 reams,41,ream,5.3,217.3,0.952,manual review suggested
369,O-2025-0369,PAPER-A4-160-UNCOATED-J,A4 Uncoated 160 gsm Bright White qty 38 reams,38,ream,6.85,260.3,0.947,auto-mapped
370,O-2025-0370,PAPER-A4-70-COPY,A4 Copy 70 gsm Recycled qty 6788 sheets,6788,sheet,0.1835,1245.6,0.795,auto-mapped
371,O-2025-0371,PAPER-SRA3-300-COATEDGLOSS,SRA3 Coated Gloss 300 gsm Recycled qty 22 reams,22,ream,15.15,333.3,0.827,
372,O-2025-0372,PAPER-A5-70-CARDSTOCK,A5 Cardstock 70 gsm Recycled qty 15 reams,15,ream,4.17,62.55,0.915,auto-mapped
373,O-2025-0373,PAPER-SRA3-80-COATEDGLOSS-K,SRA3 Coated Gloss 80 gsm White qty 22 reams,22,ream,6.39,140.58,0.978,
374,O-2025-0374,PAPER-A2-160-COATEDMATTE,A2 Coated Matte 160 gsm White qty 49 reams,49,ream,11.53,564.97,0.751,manual review suggested
375,O-2025-0375,PAPER-SRA3-80-COATEDGLOSS,SRA3 Coated Gloss 80 gsm Bright White qty 42 reams,42,ream,6.72,282.24,0.756,
376,O-2025-0376,PAPER-A3-80-UNCOATED-M,A3 Uncoated 80 gsm Ivory qty 71 boxs,71,box,28.93,2054.03,0.894,
377,O-2025-0377,PAPER-SRA3-250-UNCOATED,SRA3 Uncoated 250 gsm Ivory qty 25 boxs,25,box,55.96,1399.0,0.776,
378,O-2025-0378,PAPER-A4-120-UNCOATED,A4 Uncoated 120 gsm Ivory qty 40 reams,40,ream,5.78,231.2,0.89,
379,O-2025-0379,PAPER-A2-140-COATEDMATTE,A2 Coated Matte 140 gsm Bright White qty 18 reams,18,ream,10.68,192.24,0.773,auto-mapped
380,O-2025-0380,PAPER-A2-200-CARDSTOCK,A2 Cardstock 200 gsm Recycled qty 43 boxs,43,box,58.73,2525.39,0.946,
381,O-2025-0381,PAPER-A2-75-COATEDGLOSS-I,A2 Coated Gloss 75 gsm Recycled qty 7 pallets,7,pallet,565.48,3958.36,0.917,manual review suggested
382,O-2025-0382,PAPER-A5-160-COPY-N,A5 Copy 160 gsm Ivory qty 5 pallets,5,pallet,536.9,2684.5,0.898,
383,O-2025-0383,PAPER-A2-75-UNCOATED,A2 Uncoated 75 gsm White qty 12 reams,12,ream,7.44,89.28,0.848,manual review suggested
384,O-2025-0384,PAPER-SRA3-300-OFFSET,SRA3 Offset 300 gsm Bright White qty 9 pallets,9,pallet,830.84,7477.56,0.843,
385,O-2025-0385,PAPER-A2-170-COPY-U,A2 Copy 170 gsm White qty 7 reams,7,ream,12.4,86.8,0.781,
386,O-2025-0386,PAPER-A2-80-OFFSET-B,A2 Offset 80 gsm Bright White qty 28 reams,28,ream,7.95,222.6,0.85,auto-mapped
387,O-2025-0387,PAPER-A2-160-COATEDMATTE-U,A2 Coated Matte 160 gsm White qty 40 reams,40,ream,11.37,454.8,0.824,
388,O-2025-0388,PAPER-A3-70-UNCOATED,A3 Uncoated 70 gsm Ivory qty 42 reams,42,ream,6.08,255.36,0.855,manual review suggested
389,O-2025-0389,PAPER-A5-100-UNCOATED,A5 Uncoated 100 gsm Recycled qty 5 reams,5,ream,5.26,26.3,0.862,
390,O-2025-0390,PAPER-A4-300-COPY-U,A4 Copy 300 gsm Bright White qty 26 reams,26,ream,9.85,256.1,0.975,auto-mapped
391,O-2025-0391,PAPER-A3-75-COATEDGLOSS-D,A3 Coated Gloss 75 gsm White qty 18 boxs,18,box,26.66,479.88,0.792,
392,O-2025-0392,PAPER-SRA3-200-COATEDMATTE-J,SRA3 Coated Matte 200 gsm White qty 16 reams,16,ream,11.47,183.52,0.865,auto-mapped
393,O-2025-0393,PAPER-A2-75-UNCOATED-M,A2 Uncoated 75 gsm Ivory qty 24 boxs,24,box,32.19,772.56,0.979,manual review suggested
394,O-2025-0394,PAPER-A5-200-COATEDGLOSS-J,A5 Coated Gloss 200 gsm Ivory qty 26 reams,26,ream,5.89,153.14,0.798,manual review suggested
395,O-2025-0395,PAPER-A3-300-UNCOATED,A3 Uncoated 300 gsm White qty 41 reams,41,ream,13.26,543.66,0.756,
396,O-2025-0396,PAPER-A5-80-COATEDGLOSS-T,A5 Coated Gloss 80 gsm Bright White qty 5 reams,5,ream,4.77,23.85,0.967,auto-mapped
397,O-2025-0397,PAPER-A4-300-OFFSET-Y,A4 Offset 300 gsm Bright White qty 17 reams,17,ream,9.57,162.69,0.888,manual review suggested
398,O-2025-0398,PAPER-A3-120-COATEDMATTE,A3 Coated Matte 120 gsm Bright White qty 100 boxs,100,box,32.67,3267.0,0.881,
399,O-2025-0399,PAPER-A4-300-COATEDGLOSS,A4 Coated Gloss 300 gsm Bright White qty 1310 sheets,1310,sheet,0.6595,863.94,0.979,
400,O-2025-0400,PAPER-A5-200-UNCOATED-C,A5 Uncoated 200 gsm Bright White qty 26 reams,26,ream,5.87,152.62,0.82,auto-mapped
401,O-2025-0401,PAPER-SRA3-200-COATEDMATTE-J,SRA3 Coated Matte 200 gsm White qty 34 reams,34,ream,11.47,389.98,0.904,
402,O-2025-0402,PAPER-A3-200-CARDSTOCK-N,A3 Cardstock 200 gsm White qty 16 boxs,16,box,44.63,714.08,0.901,manual review suggested
403,O-2025-0403,PAPER-A2-250-CARDSTOCK-V,A2 Cardstock 250 gsm White qty 64 boxs,64,box,69.07,4420.48,0.916,
404,O-2025-0404,PAPER-A3-80-COATEDMATTE-H,A3 Coated Matte 80 gsm White qty 10 reams,10,ream,6.3,63.0,0.855,manual review suggested
405,O-2025-0405,PAPER-A4-120-UNCOATED-O,A4 Uncoated 120 gsm White qty 31 reams,31,ream,5.71,177.01,0.875,
406,O-2025-0406,PAPER-A3-75-COPY-O,A3 Copy 75 gsm White qty 5 pallets,5,pallet,523.6,2618.0,0.854,
407,O-2025-0407,PAPER-A2-140-CARDSTOCK,A2 Cardstock 140 gsm Recycled qty 6 reams,6,ream,10.41,62.46,0.779,
408,O-2025-0408,PAPER-SRA3-200-OFFSET,SRA3 Offset 200 gsm Ivory qty 27 reams,27,ream,11.03,297.81,0.864,
409,O-2025-0409,PAPER-A5-70-CARDSTOCK,A5 Cardstock 70 gsm Recycled qty 31 reams,31,ream,4.17,129.27,0.889,manual review suggested
410,O-2025-0410,PAPER-A5-90-COATEDMATTE,A5 Coated Matte 90 gsm White qty 6 reams,6,ream,4.48,26.88,0.868,
411,O-2025-0411,PAPER-SRA3-250-UNCOATED,SRA3 Uncoated 250 gsm Ivory qty 43 boxs,43,box,55.96,2406.28,0.873,auto-mapped
412,O-2025-0412,PAPER-A4-80-COATEDMATTE,A4 Coated Matte 80 gsm White qty 13 reams,13,ream,5.45,70.85,0.889,manual review suggested
413,O-2025-0413,PAPER-A4-300-COPY,A4 Copy 300 gsm Bright White qty 4 rolls,4,roll,54.8,219.2,0.943,
414,O-2025-0414,PAPER-A3-90-CARDSTOCK,A3 Cardstock 90 gsm Recycled qty 37 reams,37,ream,6.44,238.28,0.92,auto-mapped
415,O-2025-0415,PAPER-SRA3-100-COATEDGLOSS-D,SRA3 Coated Gloss 100 gsm White qty 49 reams,49,ream,7.7,377.3,0.96,
416,O-2025-0416,PAPER-A3-250-COATEDGLOSS-J,A3 Coated Gloss 250 gsm White qty 45 reams,45,ream,12.0,540.0,0.94,manual review suggested
417,O-2025-0417,PAPER-SRA3-140-CARDSTOCK-D,SRA3 Cardstock 140 gsm Recycled qty 74 boxs,74,box,40.52,2998.48,0.959,
418,O-2025-0418,PAPER-A4-300-COATEDGLOSS-A,A4 Coated Gloss 300 gsm White qty 5 boxs,5,box,41.84,209.2,0.937,auto-mapped
419,O-2025-0419,PAPER-A4-90-CARDSTOCK,A4 Cardstock 90 gsm Bright White qty 15 reams,15,ream,5.53,82.95,0.814,auto-mapped
420,O-2025-0420,PAPER-A2-100-COATEDMATTE-W,A2 Coated Matte 100 gsm Bright White qty 13 reams,13,ream,8.3,107.9,0.767,
421,O-2025-0421,PAPER-A3-170-COATEDGLOSS-W,A3 Coated Gloss 170 gsm Ivory qty 13 reams,13,ream,8.9,115.7,0.772,manual review suggested
422,O-2025-0422,PAPER-A4-90-UNCOATED,A4 Uncoated 90 gsm Bright White qty 48 reams,48,ream,5.17,248.16,0.869,auto-mapped
423,O-2025-0423,PAPER-A5-140-UNCOATED,A5 Uncoated 140 gsm Ivory qty 31 reams,31,ream,5.17,160.27,0.814,
424,O-2025-0424,PAPER-A4-250-COATEDMATTE,A4 Coated Matte 250 gsm Ivory qty 23 reams,23,ream,8.99,206.77,0.809,
425,O-2025-0425,PAPER-A3-170-COATEDMATTE-S,A3 Coated Matte 170 gsm Bright White qty 21 reams,21,ream,9.23,193.83,0.758,
426,O-2025-0426,PAPER-A5-75-COATEDMATTE-R,A5 Coated Matte 75 gsm Bright White qty 7 reams,7,ream,4.1,28.7,0.915,
427,O-2025-0427,PAPER-A2-100-COATEDMATTE-W,A2 Coated Matte 100 gsm Bright White qty 32 reams,32,ream,8.3,265.6,0.848,manual review suggested
428,O-2025-0428,PAPER-A5-75-COATEDMATTE-P,A5 Coated Matte 75 gsm Bright White qty 41 reams,41,ream,4.15,170.15,0.962,
429,O-2025-0429,PAPER-A2-100-COATEDGLOSS,A2 Coated Gloss 100 gsm White qty 20 boxs,20,box,37.53,750.6,0.794,auto-mapped
430,O-2025-0430,PAPER-A5-170-COPY-V,A5 Copy 170 gsm White qty 4 pallets,4,pallet,494.11,1976.44,0.795,auto-mapped
431,O-2025-0431,PAPER-SRA3-200-COPY-D,SRA3 Copy 200 gsm Ivory qty 45 reams,45,ream,11.33,509.85,0.885,
432,O-2025-0432,PAPER-A3-120-COATEDGLOSS,A3 Coated Gloss 120 gsm White qty 41 reams,41,ream,7.17,293.97,0.843,
433,O-2025-0433,PAPER-SRA3-250-COATEDMATTE,SRA3 Coated Matte 250 gsm Bright White qty 2 boxs,2,box,56.04,112.08,0.759,
434,O-2025-0434,PAPER-SRA3-170-COATEDMATTE-H,SRA3 Coated Matte 170 gsm Bright White qty 27 boxs,27,box,44.03,1188.81,0.937,
435,O-2025-0435,PAPER-A4-200-COPY,A4 Copy 200 gsm Recycled qty 50 reams,50,ream,8.07,403.5,0.801,manual review suggested
436,O-2025-0436,PAPER-A5-100-COATEDMATTE-P,A5 Coated Matte 100 gsm Ivory qty 89 boxs,89,box,22.92,2039.88,0.876,
437,O-2025-0437,PAPER-A3-170-COATEDGLOSS-W,A3 Coated Gloss 170 gsm Ivory qty 39 reams,39,ream,8.9,347.1,0.936,
438,O-2025-0438,PAPER-A4-170-UNCOATED-Y,A4 Uncoated 170 gsm Recycled qty 93 boxs,93,box,31.48,2927.64,0.874,
439,O-2025-0439,PAPER-A3-120-OFFSET,A3 Offset 120 gsm Recycled qty 7 pallets,7,pallet,572.97,4010.79,0.826,
440,O-2025-0440,PAPER-SRA3-100-CARDSTOCK,SRA3 Cardstock 100 gsm Ivory qty 20 boxs,20,box,34.31,686.2,0.886,
441,O-2025-0441,PAPER-SRA3-140-CARDSTOCK,SRA3 Cardstock 140 gsm Bright White qty 13 reams,13,ream,8.65,112.45,0.937,
442,O-2025-0442,PAPER-A2-160-OFFSET,A2 Offset 160 gsm Bright White qty 28 boxs,28,box,49.87,1396.36,0.833,auto-mapped
443,O-2025-0443,PAPER-A4-80-COATEDMATTE,A4 Coated Matte 80 gsm White qty 24 reams,24,ream,5.45,130.8,0.869,
444,O-2025-0444,PAPER-A5-170-COPY,A5 Copy 170 gsm Ivory qty 28 reams,28,ream,5.3,148.4,0.979,
445,O-2025-0445,PAPER-A3-75-UNCOATED,A3 Uncoated 75 gsm White qty 6 pallets,6,pallet,536.55,3219.3,0.879,auto-mapped
446,O-2025-0446,PAPER-A4-75-COATEDMATTE,A4 Coated Matte 75 gsm Ivory qty 20 boxs,20,box,24.67,493.4,0.805,auto-mapped
447,O-2025-0447,PAPER-A4-250-OFFSET,A4 Offset 250 gsm White qty 42 reams,42,ream,8.7,365.4,0.803,
448,O-2025-0448,PAPER-A3-80-OFFSET-B,A3 Offset 80 gsm Bright White qty 21 reams,21,ream,5.8,121.8,0.953,
449,O-2025-0449,PAPER-SRA3-75-COATEDMATTE-J,SRA3 Coated Matte 75 gsm Recycled qty 13 reams,13,ream,6.07,78.91,0.96,manual review suggested
450,O-2025-0450,PAPER-A3-200-OFFSET,A3 Offset 200 gsm Ivory qty 6 pallets,6,pallet,650.69,3904.14,0.926,manual review suggested
451,O-2025-0451,PAPER-A5-100-COATEDMATTE,A5 Coated Matte 100 gsm Ivory qty 89 boxs,89,box,23.22,2066.58,0.884,manual review suggested
452,O-2025-0452,PAPER-A2-80-COATEDMATTE,A2 Coated Matte 80 gsm Bright White qty 36 reams,36,ream,7.38,265.68,0.75,auto-mapped
453,O-2025-0453,PAPER-A3-160-CARDSTOCK,A3 Cardstock 160 gsm White qty 2 rolls,2,roll,49.5,99.0,0.813,
454,O-2025-0454,PAPER-A2-200-COATEDMATTE,A2 Coated Matte 200 gsm Recycled qty 15 reams,15,ream,13.45,201.75,0.833,
455,O-2025-0455,PAPER-SRA3-120-OFFSET,SRA3 Offset 120 gsm Bright White qty 10 reams,10,ream,8.45,84.5,0.809,
456,O-2025-0456,PAPER-A3-170-UNCOATED,A3 Uncoated 170 gsm Recycled qty 12 reams,12,ream,9.52,114.24,0.888,manual review suggested
457,O-2025-0457,PAPER-A5-75-CARDSTOCK,A5 Cardstock 75 gsm Ivory qty 7 reams,7,ream,4.51,31.57,0.788,
458,O-2025-0458,PAPER-A4-160-UNCOATED-J,A4 Uncoated 160 gsm Bright White qty 21 reams,21,ream,6.85,143.85,0.86,auto-mapped
459,O-2025-0459,PAPER-A4-140-UNCOATED-C,A4 Uncoated 140 gsm Bright White qty 3 pallets,3,pallet,567.8,1703.4,0.861,
460,O-2025-0460,PAPER-A3-140-CARDSTOCK-I,A3 Cardstock 140 gsm White qty 95 boxs,95,box,36.48,3465.6,0.87,auto-mapped
461,O-2025-0461,PAPER-A2-250-CARDSTOCK,A2 Cardstock 250 gsm Ivory qty 31 reams,31,ream,15.76,488.56,0.796,
462,O-2025-0462,PAPER-A5-90-COPY,A5 Copy 90 gsm Bright White qty 36 reams,36,ream,4.85,174.6,0.768,manual review suggested
463,O-2025-0463,PAPER-A2-90-CARDSTOCK-F,A2 Cardstock 90 gsm Ivory qty 20 reams,20,ream,8.59,171.8,0.906,
464,O-2025-0464,PAPER-A5-160-COPY-N,A5 Copy 160 gsm Ivory qty 4 pallets,4,pallet,536.9,2147.6,0.843,
465,O-2025-0465,PAPER-SRA3-300-COATEDGLOSS,SRA3 Coated Gloss 300 gsm Recycled qty 45 reams,45,ream,15.15,681.75,0.814,
466,O-2025-0466,PAPER-SRA3-100-UNCOATED,SRA3 Uncoated 100 gsm Bright White qty 22 reams,22,ream,7.56,166.32,0.772,
467,O-2025-0467,PAPER-A2-70-UNCOATED-C,A2 Uncoated 70 gsm Bright White qty 13 boxs,13,box,31.73,412.49,0.777,manual review suggested
468,O-2025-0468,PAPER-SRA3-160-OFFSET-M,SRA3 Offset 160 gsm Bright White qty 42 boxs,42,box,41.8,1755.6,0.838,auto-mapped
469,O-2025-0469,PAPER-A4-300-OFFSET-I,A4 Offset 300 gsm Recycled qty 14 reams,14,ream,9.28,129.92,0.818,manual review suggested
470,O-2025-0470,PAPER-A5-90-OFFSET-H,A5 Offset 90 gsm White qty 72 boxs,72,box,21.64,1558.08,0.826,
471,O-2025-0471,PAPER-A4-100-CARDSTOCK,A4 Cardstock 100 gsm Bright White qty 21 reams,21,ream,5.32,111.72,0.855,
472,O-2025-0472,PAPER-A3-80-CARDSTOCK,A3 Cardstock 80 gsm White qty 21 reams,21,ream,5.79,121.59,0.893,
473,O-2025-0473,PAPER-A4-160-CARDSTOCK,A4 Cardstock 160 gsm Bright White qty 44 reams,44,ream,7.12,313.28,0.954,manual review suggested
474,O-2025-0474,PAPER-SRA3-90-OFFSET,SRA3 Offset 90 gsm Ivory qty 8 reams,8,ream,6.89,55.12,0.975,
475,O-2025-0475,PAPER-SRA3-200-COPY,SRA3 Copy 200 gsm Ivory qty 78 boxs,78,box,49.77,3882.06,0.827,
476,O-2025-0476,PAPER-SRA3-90-COATEDGLOSS,SRA3 Coated Gloss 90 gsm Ivory qty 14 reams,14,ream,7.27,101.78,0.795,auto-mapped
477,O-2025-0477,PAPER-A5-80-OFFSET,A5 Offset 80 gsm Ivory qty 65 boxs,65,box,21.46,1394.9,0.972,auto-mapped
478,O-2025-0478,PAPER-A3-90-OFFSET,A3 Offset 90 gsm Bright White qty 17 reams,17,ream,6.34,107.78,0.819,
479,O-2025-0479,PAPER-A3-160-COATEDMATTE-J,A3 Coated Matte 160 gsm Recycled qty 54 boxs,54,box,39.21,2117.34,0.849,
480,O-2025-0480,PAPER-A3-250-COPY-V,A3 Copy 250 gsm Bright White qty 30 reams,30,ream,12.05,361.5,0.848,auto-mapped
481,O-2025-0481,PAPER-A4-80-OFFSET-U,A4 Offset 80 gsm Bright White qty 19 reams,19,ream,5.64,107.16,0.909,
482,O-2025-0482,PAPER-A5-300-COPY,A5 Copy 300 gsm Bright White qty 34 reams,34,ream,7.13,242.42,0.819,auto-mapped
483,O-2025-0483,PAPER-SRA3-90-COATEDGLOSS,SRA3 Coated Gloss 90 gsm Ivory qty 17 reams,17,ream,7.27,123.59,0.752,auto-mapped
484,O-2025-0484,PAPER-A3-170-UNCOATED-G,A3 Uncoated 170 gsm Bright White qty 12 reams,12,ream,8.94,107.28,0.837,auto-mapped
485,O-2025-0485,PAPER-SRA3-170-COATEDMATTE-H,SRA3 Coated Matte 170 gsm Bright White qty 8 boxs,8,box,44.03,352.24,0.943,
486,O-2025-0486,PAPER-A4-70-COATEDGLOSS,A4 Coated Gloss 70 gsm Recycled qty 80 boxs,80,box,23.04,1843.2,0.876,auto-mapped
487,O-2025-0487,PAPER-A5-170-UNCOATED,A5 Uncoated 170 gsm White qty 50 boxs,50,box,25.57,1278.5,0.909,
488,O-2025-0488,PAPER-A4-100-CARDSTOCK-A,A4 Cardstock 100 gsm Recycled qty 2 pallets,2,pallet,523.21,1046.42,0.922,
489,O-2025-0489,PAPER-A3-75-UNCOATED-Z,A3 Uncoated 75 gsm White qty 37 reams,37,ream,6.06,224.22,0.953,
490,O-2025-0490,PAPER-A3-140-CARDSTOCK,A3 Cardstock 140 gsm Bright White qty 49 reams,49,ream,8.37,410.13,0.81,
491,O-2025-0491,PAPER-SRA3-160-UNCOATED-P,SRA3 Uncoated 160 gsm Bright White qty 17 reams,17,ream,9.68,164.56,0.878,
492,O-2025-0492,PAPER-A4-80-COPY-G,A4 Copy 80 gsm Bright White qty 19 reams,19,ream,4.84,91.96,0.821,
493,O-2025-0493,PAPER-A4-200-COATEDMATTE,A4 Coated Matte 200 gsm Bright White qty 3 pallets,3,pallet,578.2,1734.6,0.871,
494,O-2025-0494,PAPER-A2-120-COPY-P,A2 Copy 120 gsm White qty 45 reams,45,ream,9.24,415.8,0.796,manual review suggested
495,O-2025-0495,PAPER-A2-100-COATEDMATTE-W,A2 Coated Matte 100 gsm Bright White qty 44 reams,44,ream,8.3,365.2,0.843,auto-mapped
496,O-2025-0496,PAPER-A5-80-COATEDGLOSS,A5 Coated Gloss 80 gsm White qty 4 pallets,4,pallet,494.02,1976.08,0.82,
497,O-2025-0497,PAPER-A3-250-COATEDGLOSS,A3 Coated Gloss 250 gsm Recycled qty 7 pallets,7,pallet,711.21,4978.47,0.953,auto-mapped
498,O-2025-0498,PAPER-A3-250-OFFSET,A3 Offset 250 gsm White qty 66 boxs,66,box,51.49,3398.34,0.834,
499,O-2025-0499,PAPER-SRA3-200-UNCOATED,SRA3 Uncoated 200 gsm Ivory qty 49 reams,49,ream,10.92,535.08,0.881,
500,O-2025-0500,PAPER-A4-250-COATEDMATTE,A4 Coated Matte 250 gsm Ivory qty 35 reams,35,ream,8.99,314.65,0.754,auto-mapped
